new_time,year,month,day,time
1999-09-26,1999,September,26,1999-09-26
1999-10-03,1999,October,3,1999-10-01
1999-10-10,1999,October,10,1999-10-10
1999-10-17,1999,October,17,1999-10-17
1999-10-24,1999,October,24,1999-10-24
1999-10-31,1999,October,31,1999-10-31
1999-11-07,1999,November,7,1999-11-01
1999-11-14,1999,November,14,1999-11-14
1999-11-21,1999,November,21,1999-11-21
1999-11-28,1999,November,28,1999-11-28
1999-12-05,1999,December,5,1999-12-01
1999-12-12,1999,December,12,1999-12-12
1999-12-19,1999,December,19,1999-12-19
1999-12-26,1999,December,26,1999-12-26
2000-01-02,2000,January,2,2000-01-01
2000-01-09,2000,January,9,2000-01-09
2000-01-16,2000,January,16,2000-01-16
2000-01-23,2000,January,23,2000-01-23
2000-01-30,2000,January,30,2000-01-30
2000-02-06,2000,February,6,2000-02-01
2000-02-13,2000,February,13,2000-02-13
2000-02-20,2000,February,20,2000-02-20
2000-02-27,2000,February,27,2000-02-27
2000-03-05,2000,March,5,2000-03-01
2000-03-12,2000,March,12,2000-03-12
2000-03-19,2000,March,19,2000-03-19
2000-03-26,2000,March,26,2000-03-26
2000-04-02,2000,April,2,2000-04-01
2000-04-09,2000,April,9,2000-04-09
2000-04-16,2000,April,16,2000-04-16
2000-04-23,2000,April,23,2000-04-23
2000-04-30,2000,April,30,2000-04-30
2000-05-07,2000,May,7,2000-05-01
2000-05-14,2000,May,14,2000-05-14
2000-05-21,2000,May,21,2000-05-21
2000-05-28,2000,May,28,2000-05-28
2000-06-04,2000,June,4,2000-06-01
2000-06-11,2000,June,11,2000-06-11
2000-06-18,2000,June,18,2000-06-18
2000-06-25,2000,June,25,2000-06-25
2000-07-02,2000,July,2,2000-07-01
2000-07-09,2000,July,9,2000-07-09
2000-07-16,2000,July,16,2000-07-16
2000-07-23,2000,July,23,2000-07-23
2000-07-30,2000,July,30,2000-07-30
2000-08-06,2000,August,6,2000-08-01
2000-08-13,2000,August,13,2000-08-13
2000-08-20,2000,August,20,2000-08-20
2000-08-27,2000,August,27,2000-08-27
2000-09-03,2000,September,3,2000-09-01
2000-09-10,2000,September,10,2000-09-10
2000-09-17,2000,September,17,2000-09-17
2000-09-24,2000,September,24,2000-09-24
2000-10-01,2000,October,1,2000-10-01
2000-10-08,2000,October,8,2000-10-08
2000-10-15,2000,October,15,2000-10-15
2000-10-22,2000,October,22,2000-10-22
2000-10-29,2000,October,29,2000-10-29
2000-11-05,2000,November,5,2000-11-01
2000-11-12,2000,November,12,2000-11-12
2000-11-19,2000,November,19,2000-11-19
2000-11-26,2000,November,26,2000-11-26
2000-12-03,2000,December,3,2000-12-01
2000-12-10,2000,December,10,2000-12-10
2000-12-17,2000,December,17,2000-12-17
2000-12-24,2000,December,24,2000-12-24
2000-12-31,2000,December,31,2000-12-31
2001-01-07,2001,January,7,2001-01-01
2001-01-14,2001,January,14,2001-01-14
2001-01-21,2001,January,21,2001-01-21
2001-01-28,2001,January,28,2001-01-28
2001-02-04,2001,February,4,2001-02-01
2001-02-11,2001,February,11,2001-02-11
2001-02-18,2001,February,18,2001-02-18
2001-02-25,2001,February,25,2001-02-25
2001-03-04,2001,March,4,2001-03-01
2001-03-11,2001,March,11,2001-03-11
2001-03-18,2001,March,18,2001-03-18
2001-03-25,2001,March,25,2001-03-25
2001-04-01,2001,April,1,2001-04-01
2001-04-08,2001,April,8,2001-04-08
2001-04-15,2001,April,15,2001-04-15
2001-04-22,2001,April,22,2001-04-22
2001-04-29,2001,April,29,2001-04-29
2001-05-06,2001,May,6,2001-05-01
2001-05-13,2001,May,13,2001-05-13
2001-05-20,2001,May,20,2001-05-20
2001-05-27,2001,May,27,2001-05-27
2001-06-03,2001,June,3,2001-06-01
2001-06-10,2001,June,10,2001-06-10
2001-06-17,2001,June,17,2001-06-17
2001-06-24,2001,June,24,2001-06-24
2001-07-01,2001,July,1,2001-07-01
2001-07-08,2001,July,8,2001-07-08
2001-07-15,2001,July,15,2001-07-15
2001-07-22,2001,July,22,2001-07-22
2001-07-29,2001,July,29,2001-07-29
2001-08-05,2001,August,5,2001-08-01
2001-08-12,2001,August,12,2001-08-12
2001-08-19,2001,August,19,2001-08-19
2001-08-26,2001,August,26,2001-08-26
2001-09-02,2001,September,2,2001-09-01
2001-09-09,2001,September,9,2001-09-09
2001-09-16,2001,September,16,2001-09-16
2001-09-23,2001,September,23,2001-09-23
2001-09-30,2001,September,30,2001-09-30
2001-10-07,2001,October,7,2001-10-01
2001-10-14,2001,October,14,2001-10-14
2001-10-21,2001,October,21,2001-10-21
2001-10-28,2001,October,28,2001-10-28
2001-11-04,2001,November,4,2001-11-01
2001-11-11,2001,November,11,2001-11-11
2001-11-18,2001,November,18,2001-11-18
2001-11-25,2001,November,25,2001-11-25
2001-12-02,2001,December,2,2001-12-01
2001-12-09,2001,December,9,2001-12-09
2001-12-16,2001,December,16,2001-12-16
2001-12-23,2001,December,23,2001-12-23
2001-12-30,2001,December,30,2001-12-30
2002-01-06,2002,January,6,2002-01-01
2002-01-13,2002,January,13,2002-01-13
2002-01-20,2002,January,20,2002-01-20
2002-01-27,2002,January,27,2002-01-27
2002-02-03,2002,February,3,2002-02-01
2002-02-10,2002,February,10,2002-02-10
2002-02-17,2002,February,17,2002-02-17
2002-02-24,2002,February,24,2002-02-24
2002-03-03,2002,March,3,2002-03-01
2002-03-10,2002,March,10,2002-03-10
2002-03-17,2002,March,17,2002-03-17
2002-03-24,2002,March,24,2002-03-24
2002-03-31,2002,March,31,2002-03-31
2002-04-07,2002,April,7,2002-04-01
2002-04-14,2002,April,14,2002-04-14
2002-04-21,2002,April,21,2002-04-21
2002-04-28,2002,April,28,2002-04-28
2002-05-05,2002,May,5,2002-05-01
2002-05-12,2002,May,12,2002-05-12
2002-05-19,2002,May,19,2002-05-19
2002-05-26,2002,May,26,2002-05-26
2002-06-02,2002,June,2,2002-06-01
2002-06-09,2002,June,9,2002-06-09
2002-06-16,2002,June,16,2002-06-16
2002-06-23,2002,June,23,2002-06-23
2002-06-30,2002,June,30,2002-06-30
2002-07-07,2002,July,7,2002-07-01
2002-07-14,2002,July,14,2002-07-14
2002-07-21,2002,July,21,2002-07-21
2002-07-28,2002,July,28,2002-07-28
2002-08-04,2002,August,4,2002-08-01
2002-08-11,2002,August,11,2002-08-11
2002-08-18,2002,August,18,2002-08-18
2002-08-25,2002,August,25,2002-08-25
2002-09-01,2002,September,1,2002-09-01
2002-09-08,2002,September,8,2002-09-08
2002-09-15,2002,September,15,2002-09-15
2002-09-22,2002,September,22,2002-09-22
2002-09-29,2002,September,29,2002-09-29
2002-10-06,2002,October,6,2002-10-01
2002-10-13,2002,October,13,2002-10-13
2002-10-20,2002,October,20,2002-10-20
2002-10-27,2002,October,27,2002-10-27
2002-11-03,2002,November,3,2002-11-01
2002-11-10,2002,November,10,2002-11-10
2002-11-17,2002,November,17,2002-11-17
2002-11-24,2002,November,24,2002-11-24
2002-12-01,2002,December,1,2002-12-01
2002-12-08,2002,December,8,2002-12-08
2002-12-15,2002,December,15,2002-12-15
2002-12-22,2002,December,22,2002-12-22
2002-12-29,2002,December,29,2002-12-29
2003-01-05,2003,January,5,2003-01-01
2003-01-12,2003,January,12,2003-01-12
2003-01-19,2003,January,19,2003-01-19
2003-01-26,2003,January,26,2003-01-26
2003-02-02,2003,February,2,2003-02-01
2003-02-09,2003,February,9,2003-02-09
2003-02-16,2003,February,16,2003-02-16
2003-02-23,2003,February,23,2003-02-23
2003-03-02,2003,March,2,2003-03-01
2003-03-09,2003,March,9,2003-03-09
2003-03-16,2003,March,16,2003-03-16
2003-03-23,2003,March,23,2003-03-23
2003-03-30,2003,March,30,2003-03-30
2003-04-06,2003,April,6,2003-04-01
2003-04-13,2003,April,13,2003-04-13
2003-04-20,2003,April,20,2003-04-20
2003-04-27,2003,April,27,2003-04-27
2003-05-04,2003,May,4,2003-05-01
2003-05-11,2003,May,11,2003-05-11
2003-05-18,2003,May,18,2003-05-18
2003-05-25,2003,May,25,2003-05-25
2003-06-01,2003,June,1,2003-06-01
2003-06-08,2003,June,8,2003-06-08
2003-06-15,2003,June,15,2003-06-15
2003-06-22,2003,June,22,2003-06-22
2003-06-29,2003,June,29,2003-06-29
2003-07-06,2003,July,6,2003-07-01
2003-07-13,2003,July,13,2003-07-13
2003-07-20,2003,July,20,2003-07-20
2003-07-27,2003,July,27,2003-07-27
2003-08-03,2003,August,3,2003-08-01
2003-08-10,2003,August,10,2003-08-10
2003-08-17,2003,August,17,2003-08-17
2003-08-24,2003,August,24,2003-08-24
2003-08-31,2003,August,31,2003-08-31
2003-09-07,2003,September,7,2003-09-01
2003-09-14,2003,September,14,2003-09-14
2003-09-21,2003,September,21,2003-09-21
2003-09-28,2003,September,28,2003-09-28
2003-10-05,2003,October,5,2003-10-01
2003-10-12,2003,October,12,2003-10-12
2003-10-19,2003,October,19,2003-10-19
2003-10-26,2003,October,26,2003-10-26
2003-11-02,2003,November,2,2003-11-01
2003-11-09,2003,November,9,2003-11-09
2003-11-16,2003,November,16,2003-11-16
2003-11-23,2003,November,23,2003-11-23
2003-11-30,2003,November,30,2003-11-30
2003-12-07,2003,December,7,2003-12-01
2003-12-14,2003,December,14,2003-12-14
2003-12-21,2003,December,21,2003-12-21
2003-12-28,2003,December,28,2003-12-28
2004-01-04,2004,January,4,2004-01-01
2004-01-11,2004,January,11,2004-01-11
2004-01-18,2004,January,18,2004-01-18
2004-01-25,2004,January,25,2004-01-25
2004-02-01,2004,February,1,2004-02-01
2004-02-08,2004,February,8,2004-02-08
2004-02-15,2004,February,15,2004-02-15
2004-02-22,2004,February,22,2004-02-22
2004-02-29,2004,February,29,2004-02-29
2004-03-07,2004,March,7,2004-03-01
2004-03-14,2004,March,14,2004-03-14
2004-03-21,2004,March,21,2004-03-21
2004-03-28,2004,March,28,2004-03-28
2004-04-04,2004,April,4,2004-04-01
2004-04-11,2004,April,11,2004-04-11
2004-04-18,2004,April,18,2004-04-18
2004-04-25,2004,April,25,2004-04-25
2004-05-02,2004,May,2,2004-05-01
2004-05-09,2004,May,9,2004-05-09
2004-05-16,2004,May,16,2004-05-16
2004-05-23,2004,May,23,2004-05-23
2004-05-30,2004,May,30,2004-05-30
2004-06-06,2004,June,6,2004-06-01
2004-06-13,2004,June,13,2004-06-13
2004-06-20,2004,June,20,2004-06-20
2004-06-27,2004,June,27,2004-06-27
2004-07-04,2004,July,4,2004-07-01
2004-07-11,2004,July,11,2004-07-11
2004-07-18,2004,July,18,2004-07-18
2004-07-25,2004,July,25,2004-07-25
2004-08-01,2004,August,1,2004-08-01
2004-08-08,2004,August,8,2004-08-08
2004-08-15,2004,August,15,2004-08-15
2004-08-22,2004,August,22,2004-08-22
2004-08-29,2004,August,29,2004-08-29
2004-09-05,2004,September,5,2004-09-01
2004-09-12,2004,September,12,2004-09-12
2004-09-19,2004,September,19,2004-09-19
2004-09-26,2004,September,26,2004-09-26
2004-10-03,2004,October,3,2004-10-01
2004-10-10,2004,October,10,2004-10-10
2004-10-17,2004,October,17,2004-10-17
2004-10-24,2004,October,24,2004-10-24
2004-10-31,2004,October,31,2004-10-31
2004-11-07,2004,November,7,2004-11-01
2004-11-14,2004,November,14,2004-11-14
2004-11-21,2004,November,21,2004-11-21
2004-11-28,2004,November,28,2004-11-28
2004-12-05,2004,December,5,2004-12-01
2004-12-12,2004,December,12,2004-12-12
2004-12-19,2004,December,19,2004-12-19
2004-12-26,2004,December,26,2004-12-26
2005-01-02,2005,January,2,2005-01-01
2005-01-09,2005,January,9,2005-01-09
2005-01-16,2005,January,16,2005-01-16
2005-01-23,2005,January,23,2005-01-23
2005-01-30,2005,January,30,2005-01-30
2005-02-06,2005,February,6,2005-02-01
2005-02-13,2005,February,13,2005-02-13
2005-02-20,2005,February,20,2005-02-20
2005-02-27,2005,February,27,2005-02-27
2005-03-06,2005,March,6,2005-03-01
2005-03-13,2005,March,13,2005-03-13
2005-03-20,2005,March,20,2005-03-20
2005-03-27,2005,March,27,2005-03-27
2005-04-03,2005,April,3,2005-04-01
2005-04-10,2005,April,10,2005-04-10
2005-04-17,2005,April,17,2005-04-17
2005-04-24,2005,April,24,2005-04-24
2005-05-01,2005,May,1,2005-05-01
2005-05-08,2005,May,8,2005-05-08
2005-05-15,2005,May,15,2005-05-15
2005-05-22,2005,May,22,2005-05-22
2005-05-29,2005,May,29,2005-05-29
2005-06-05,2005,June,5,2005-06-01
2005-06-12,2005,June,12,2005-06-12
2005-06-19,2005,June,19,2005-06-19
2005-06-26,2005,June,26,2005-06-26
2005-07-03,2005,July,3,2005-07-01
2005-07-10,2005,July,10,2005-07-10
2005-07-17,2005,July,17,2005-07-17
2005-07-24,2005,July,24,2005-07-24
2005-07-31,2005,July,31,2005-07-31
2005-08-07,2005,August,7,2005-08-01
2005-08-14,2005,August,14,2005-08-14
2005-08-21,2005,August,21,2005-08-21
2005-08-28,2005,August,28,2005-08-28
2005-09-04,2005,September,4,2005-09-01
2005-09-11,2005,September,11,2005-09-11
2005-09-18,2005,September,18,2005-09-18
2005-09-25,2005,September,25,2005-09-25
2005-10-02,2005,October,2,2005-10-01
2005-10-09,2005,October,9,2005-10-09
2005-10-16,2005,October,16,2005-10-16
2005-10-23,2005,October,23,2005-10-23
2005-10-30,2005,October,30,2005-10-30
2005-11-06,2005,November,6,2005-11-01
2005-11-13,2005,November,13,2005-11-13
2005-11-20,2005,November,20,2005-11-20
2005-11-27,2005,November,27,2005-11-27
2005-12-04,2005,December,4,2005-12-01
2005-12-11,2005,December,11,2005-12-11
2005-12-18,2005,December,18,2005-12-18
2005-12-25,2005,December,25,2005-12-25
2006-01-01,2006,January,1,2006-01-01
2006-01-08,2006,January,8,2006-01-08
2006-01-15,2006,January,15,2006-01-15
2006-01-22,2006,January,22,2006-01-22
2006-01-29,2006,January,29,2006-01-29
2006-02-05,2006,February,5,2006-02-01
2006-02-12,2006,February,12,2006-02-12
2006-02-19,2006,February,19,2006-02-19
2006-02-26,2006,February,26,2006-02-26
2006-03-05,2006,March,5,2006-03-01
2006-03-12,2006,March,12,2006-03-12
2006-03-19,2006,March,19,2006-03-19
2006-03-26,2006,March,26,2006-03-26
2006-04-02,2006,April,2,2006-04-01
2006-04-09,2006,April,9,2006-04-09
2006-04-16,2006,April,16,2006-04-16
2006-04-23,2006,April,23,2006-04-23
2006-04-30,2006,April,30,2006-04-30
2006-05-07,2006,May,7,2006-05-01
2006-05-14,2006,May,14,2006-05-14
2006-05-21,2006,May,21,2006-05-21
2006-05-28,2006,May,28,2006-05-28
2006-06-04,2006,June,4,2006-06-01
2006-06-11,2006,June,11,2006-06-11
2006-06-18,2006,June,18,2006-06-18
2006-06-25,2006,June,25,2006-06-25
2006-07-02,2006,July,2,2006-07-01
2006-07-09,2006,July,9,2006-07-09
2006-07-16,2006,July,16,2006-07-16
2006-07-23,2006,July,23,2006-07-23
2006-07-30,2006,July,30,2006-07-30
2006-08-06,2006,August,6,2006-08-01
2006-08-13,2006,August,13,2006-08-13
2006-08-20,2006,August,20,2006-08-20
2006-08-27,2006,August,27,2006-08-27
2006-09-03,2006,September,3,2006-09-01
2006-09-10,2006,September,10,2006-09-10
2006-09-17,2006,September,17,2006-09-17
2006-09-24,2006,September,24,2006-09-24
2006-10-01,2006,October,1,2006-10-01
2006-10-08,2006,October,8,2006-10-08
2006-10-15,2006,October,15,2006-10-15
2006-10-22,2006,October,22,2006-10-22
2006-10-29,2006,October,29,2006-10-29
2006-11-05,2006,November,5,2006-11-01
2006-11-12,2006,November,12,2006-11-12
2006-11-19,2006,November,19,2006-11-19
2006-11-26,2006,November,26,2006-11-26
2006-12-03,2006,December,3,2006-12-01
2006-12-10,2006,December,10,2006-12-10
2006-12-17,2006,December,17,2006-12-17
2006-12-24,2006,December,24,2006-12-24
2006-12-31,2006,December,31,2006-12-31
2007-01-07,2007,January,7,2007-01-01
2007-01-14,2007,January,14,2007-01-14
2007-01-21,2007,January,21,2007-01-21
2007-01-28,2007,January,28,2007-01-28
2007-02-04,2007,February,4,2007-02-01
2007-02-11,2007,February,11,2007-02-11
2007-02-18,2007,February,18,2007-02-18
2007-02-25,2007,February,25,2007-02-25
2007-03-04,2007,March,4,2007-03-01
2007-03-11,2007,March,11,2007-03-11
2007-03-18,2007,March,18,2007-03-18
2007-03-25,2007,March,25,2007-03-25
2007-04-01,2007,April,1,2007-04-01
2007-04-08,2007,April,8,2007-04-08
2007-04-15,2007,April,15,2007-04-15
2007-04-22,2007,April,22,2007-04-22
2007-04-29,2007,April,29,2007-04-29
2007-05-06,2007,May,6,2007-05-01
2007-05-13,2007,May,13,2007-05-13
2007-05-20,2007,May,20,2007-05-20
2007-05-27,2007,May,27,2007-05-27
2007-06-03,2007,June,3,2007-06-01
2007-06-10,2007,June,10,2007-06-10
2007-06-17,2007,June,17,2007-06-17
2007-06-24,2007,June,24,2007-06-24
2007-07-01,2007,July,1,2007-07-01
2007-07-08,2007,July,8,2007-07-08
2007-07-15,2007,July,15,2007-07-15
2007-07-22,2007,July,22,2007-07-22
2007-07-29,2007,July,29,2007-07-29
2007-08-05,2007,August,5,2007-08-01
2007-08-12,2007,August,12,2007-08-12
2007-08-19,2007,August,19,2007-08-19
2007-08-26,2007,August,26,2007-08-26
2007-09-02,2007,September,2,2007-09-01
2007-09-09,2007,September,9,2007-09-09
2007-09-16,2007,September,16,2007-09-16
2007-09-23,2007,September,23,2007-09-23
2007-09-30,2007,September,30,2007-09-30
2007-10-07,2007,October,7,2007-10-01
2007-10-14,2007,October,14,2007-10-14
2007-10-21,2007,October,21,2007-10-21
2007-10-28,2007,October,28,2007-10-28
2007-11-04,2007,November,4,2007-11-01
2007-11-11,2007,November,11,2007-11-11
2007-11-18,2007,November,18,2007-11-18
2007-11-25,2007,November,25,2007-11-25
2007-12-02,2007,December,2,2007-12-01
2007-12-09,2007,December,9,2007-12-09
2007-12-16,2007,December,16,2007-12-16
2007-12-23,2007,December,23,2007-12-23
2007-12-30,2007,December,30,2007-12-30
2008-01-06,2008,January,6,2008-01-01
2008-01-13,2008,January,13,2008-01-13
2008-01-20,2008,January,20,2008-01-20
2008-01-27,2008,January,27,2008-01-27
2008-02-03,2008,February,3,2008-02-01
2008-02-10,2008,February,10,2008-02-10
2008-02-17,2008,February,17,2008-02-17
2008-02-24,2008,February,24,2008-02-24
2008-03-02,2008,March,2,2008-03-01
2008-03-09,2008,March,9,2008-03-09
2008-03-16,2008,March,16,2008-03-16
2008-03-23,2008,March,23,2008-03-23
2008-03-30,2008,March,30,2008-03-30
2008-04-06,2008,April,6,2008-04-01
2008-04-13,2008,April,13,2008-04-13
2008-04-20,2008,April,20,2008-04-20
2008-04-27,2008,April,27,2008-04-27
2008-05-04,2008,May,4,2008-05-01
2008-05-11,2008,May,11,2008-05-11
2008-05-18,2008,May,18,2008-05-18
2008-05-25,2008,May,25,2008-05-25
2008-06-01,2008,June,1,2008-06-01
2008-06-08,2008,June,8,2008-06-08
2008-06-15,2008,June,15,2008-06-15
2008-06-22,2008,June,22,2008-06-22
2008-06-29,2008,June,29,2008-06-29
2008-07-06,2008,July,6,2008-07-01
2008-07-13,2008,July,13,2008-07-13
2008-07-20,2008,July,20,2008-07-20
2008-07-27,2008,July,27,2008-07-27
2008-08-03,2008,August,3,2008-08-01
2008-08-10,2008,August,10,2008-08-10
2008-08-17,2008,August,17,2008-08-17
2008-08-24,2008,August,24,2008-08-24
2008-08-31,2008,August,31,2008-08-31
2008-09-07,2008,September,7,2008-09-01
2008-09-14,2008,September,14,2008-09-14
2008-09-21,2008,September,21,2008-09-21
2008-09-28,2008,September,28,2008-09-28
2008-10-05,2008,October,5,2008-10-01
2008-10-12,2008,October,12,2008-10-12
2008-10-19,2008,October,19,2008-10-19
2008-10-26,2008,October,26,2008-10-26
2008-11-02,2008,November,2,2008-11-01
2008-11-09,2008,November,9,2008-11-09
2008-11-16,2008,November,16,2008-11-16
2008-11-23,2008,November,23,2008-11-23
2008-11-30,2008,November,30,2008-11-30
2008-12-07,2008,December,7,2008-12-01
2008-12-14,2008,December,14,2008-12-14
2008-12-21,2008,December,21,2008-12-21
2008-12-28,2008,December,28,2008-12-28
2009-01-04,2009,January,4,2009-01-01
2009-01-11,2009,January,11,2009-01-11
2009-01-18,2009,January,18,2009-01-18
2009-01-25,2009,January,25,2009-01-25
2009-02-01,2009,February,1,2009-02-01
2009-02-08,2009,February,8,2009-02-08
2009-02-15,2009,February,15,2009-02-15
2009-02-22,2009,February,22,2009-02-22
2009-03-01,2009,March,1,2009-03-01
2009-03-08,2009,March,8,2009-03-08
2009-03-15,2009,March,15,2009-03-15
2009-03-22,2009,March,22,2009-03-22
2009-03-29,2009,March,29,2009-03-29
2009-04-05,2009,April,5,2009-04-01
2009-04-12,2009,April,12,2009-04-12
2009-04-19,2009,April,19,2009-04-19
2009-04-26,2009,April,26,2009-04-26
2009-05-03,2009,May,3,2009-05-01
2009-05-10,2009,May,10,2009-05-10
2009-05-17,2009,May,17,2009-05-17
2009-05-24,2009,May,24,2009-05-24
2009-05-31,2009,May,31,2009-05-31
2009-06-07,2009,June,7,2009-06-01
2009-06-14,2009,June,14,2009-06-14
2009-06-21,2009,June,21,2009-06-21
2009-06-28,2009,June,28,2009-06-28
2009-07-05,2009,July,5,2009-07-01
2009-07-12,2009,July,12,2009-07-12
2009-07-19,2009,July,19,2009-07-19
2009-07-26,2009,July,26,2009-07-26
2009-08-02,2009,August,2,2009-08-01
2009-08-09,2009,August,9,2009-08-09
2009-08-16,2009,August,16,2009-08-16
2009-08-23,2009,August,23,2009-08-23
2009-08-30,2009,August,30,2009-08-30
2009-09-06,2009,September,6,2009-09-01
2009-09-13,2009,September,13,2009-09-13
2009-09-20,2009,September,20,2009-09-20
2009-09-27,2009,September,27,2009-09-27
2009-10-04,2009,October,4,2009-10-01
2009-10-11,2009,October,11,2009-10-11
2009-10-18,2009,October,18,2009-10-18
2009-10-25,2009,October,25,2009-10-25
2009-11-01,2009,November,1,2009-11-01
2009-11-08,2009,November,8,2009-11-08
2009-11-15,2009,November,15,2009-11-15
2009-11-22,2009,November,22,2009-11-22
2009-11-29,2009,November,29,2009-11-29
2009-12-06,2009,December,6,2009-12-01
2009-12-13,2009,December,13,2009-12-13
2009-12-20,2009,December,20,2009-12-20
2009-12-27,2009,December,27,2009-12-27
2010-01-03,2010,January,3,2010-01-01
2010-01-10,2010,January,10,2010-01-10
2010-01-17,2010,January,17,2010-01-17
2010-01-24,2010,January,24,2010-01-24
2010-01-31,2010,January,31,2010-01-31
2010-02-07,2010,February,7,2010-02-01
2010-02-14,2010,February,14,2010-02-14
2010-02-21,2010,February,21,2010-02-21
2010-02-28,2010,February,28,2010-02-28
2010-03-07,2010,March,7,2010-03-01
2010-03-14,2010,March,14,2010-03-14
2010-03-21,2010,March,21,2010-03-21
2010-03-28,2010,March,28,2010-03-28
2010-04-04,2010,April,4,2010-04-01
2010-04-11,2010,April,11,2010-04-11
2010-04-18,2010,April,18,2010-04-18
2010-04-25,2010,April,25,2010-04-25
2010-05-02,2010,May,2,2010-05-01
2010-05-09,2010,May,9,2010-05-09
2010-05-16,2010,May,16,2010-05-16
